record_id,customer_id,full_name,entity_type,dob,country,national_id,account_prefix,onboarding_date,status,last_refresh,label,category
REC-0000500,CUS-0000500,LENA KARIMI,INDIVIDUAL,1996-08-31,DE,HV00004973,DE-13,2006-06-02,DORMANT,2025-09-07,0,clean
REC-0000501,CUS-0000501,KATHERINE SILVA,INDIVIDUAL,1989-06-26,NO,HV00004980,NO-43,2010-10-09,ACTIVE,2025-09-27,0,clean
REC-0000502,CUS-0000502,DAVID HAIDARI,INDIVIDUAL,1960-01-13,BE,HV00004997,BE-85,2009-05-02,ACTIVE,2026-02-02,0,clean
REC-0000503,CUS-0000503,WEI HAIDARI,INDIVIDUAL,1972-08-23,ZA,HV00005005,ZA-74,2017-06-13,ACTIVE,2024-06-21,0,stale_refresh
REC-0000504,CUS-0000504,YUKI IVANOV,INDIVIDUAL,1990-10-23,CA,HV00005012,CA-82,2016-01-04,ACTIVE,2026-04-17,0,clean
REC-0000505,CUS-0000505,MARIA NAKAMURA,INDIVIDUAL,1988-02-29,IN,HV00005029,IN-39,2014-01-18,ACTIVE,2025-12-23,0,clean_edge
REC-0000506,CUS-0000506,DAVID HAIDARI,INDIVIDUAL,1982-02-19,ZA,HV00005036,ZA-68,2023-10-02,DORMANT,2026-06-10,0,clean
REC-0000507,CUS-0000507,LAKESHORE CONSULTING BV,ENTITY,,NL,HV00005043,NL-43,2008-04-25,ACTIVE,2025-09-12,0,clean
REC-0000508,CUS-0000508,DAVID DUBOIS,INDIVIDUAL,1996-02-29,HK,HV00005050,HK-19,2014-06-28,ACTIVE,2025-12-20,0,clean_edge
REC-0000509,CUS-0000509,DAVID MORETTI,INDIVIDUAL,1983-04-02,DK,HV00005067,DK-87,2025-06-18,ACTIVE,2026-04-20,0,clean
REC-0000510,CUS-0000510,PABLO YAMAMOTO,INDIVIDUAL,1900-01-01,JP,HV00005074,JP-37,2007-09-24,ACTIVE,2026-04-11,0,clean_edge
REC-0000511,CUS-0000511,SOFIA NAKAMURA,INDIVIDUAL,1977-03-13,DK,HV00005081,DK-52,2008-08-27,ACTIVE,2025-10-27,0,clean
REC-0000512,CUS-0000512,VIKTOR IVANOV,INDIVIDUAL,1998-01-25,IN,HV00005098,IN-62,2010-09-23,ACTIVE,2026-06-08,0,clean
REC-0000513,CUS-0000513,CARLOS YAMAMOTO,INDIVIDUAL,1985-12-28,NO,HV00005101,NO-15,2009-08-12,DORMANT,2026-04-16,0,clean
REC-0000514,CUS-0000514,PABLO HAIDARI,INDIVIDUAL,1993-10-08,AU,HV00005118,AU-82,2010-01-14,ACTIVE,2026-02-05,0,clean
REC-0000515,CUS-0000515,PINNACLE COMPONENTS SA,ENTITY,,AE,HB00005125,AE-31,2016-01-28,ACTIVE,2025-12-02,1,invalid_id_checksum
REC-0000516,CUS-0000516,YUKI PETROV,INDIVIDUAL,1999-03-07,DK,HV00005132,DK-75,2023-03-20,ACTIVE,2025-07-05,0,clean_edge
REC-0000517,CUS-0000517,HUSSEIN HAIDARI,INDIVIDUAL,1951-11-11,DE,HV00005149,DE-23,2011-02-26,ACTIVE,2025-10-06,0,clean
REC-0000518,CUS-0000518,IRONWOOD COMMODITIES PTE,ENTITY,,ZA,HV00005156,ZA-22,2021-05-08,ACTIVE,2026-06-11,0,clean
REC-0000519,CUS-0000519,RENÉE N'DIAYE,INDIVIDUAL,1979-07-19,SE,HV00005163,SE-94,2017-04-16,ACTIVE,2025-09-27,0,clean_edge
REC-0000520,CUS-0000520,LENA SILVA,INDIVIDUAL,2002-08-03,BR,HV00005170,BR-77,2014-04-23,ACTIVE,2025-10-27,0,clean
REC-0000521,CUS-0000521,VIKTOR ROSSI,INDIVIDUAL,2002-07-03,IT,HV00005187,IT-83,2013-11-11,ACTIVE,2026-04-23,0,clean
REC-0000522,CUS-0000522,KATHERINE COSTA,INDIVIDUAL,1947-07-09,BE,HV00005194,BE-46,2011-03-20,ACTIVE,2025-09-25,0,clean
REC-0000523,CUS-0000523,ALEKSANDR VARGAS,INDIVIDUAL,1940-08-21,AE,HV00005207,AE-83,2006-02-14,ACTIVE,2025-10-07,0,clean
REC-0000524,CUS-0000524,ALEKSANDR ROSSI,INDIVIDUAL,1968-05-04,HK,HV00005214,HK-62,2010-08-10,ACTIVE,2023-01-05,0,stale_refresh
REC-0000525,CUS-0000525,LENA JOHANSSON,INDIVIDUAL,1977-12-31,AU,HV00005221,AU-82,2011-11-11,ACTIVE,2026-02-09,0,clean
REC-0000526,CUS-0000526,CRESTLINE AGRO EXPORTS PTE,ENTITY,,IT,HV00005238,IT-81,2022-12-07,ACTIVE,2025-12-23,0,clean
REC-0000527,CUS-0000527,JOHAN DUBOIS,INDIVIDUAL,1970-11-22,IN,HV00005245,IN-60,2011-09-10,ACTIVE,2026-05-01,0,clean
REC-0000528,CUS-0000528,ALEKSANDR IVANOV,INDIVIDUAL,1948-12-29,MX,HV00005252,MX-37,2023-07-26,ACTIVE,2026-01-08,0,clean
REC-0000529,CUS-0000529,MERIDIAN COMMODITIES SA,ENTITY,,IE,HV00005269,IE-91,2021-08-20,ACTIVE,2026-05-15,0,clean
REC-0000530,CUS-0000530,IRONWOOD TEXTILES LTD,ENTITY,,IN,HV00005276,IN-43,2019-06-19,ACTIVE,2026-05-21,0,clean
REC-0000531,CUS-0000531,KATHERINE HAIDARI,INDIVIDUAL,1995-01-30,PT,HV00005283,PT-93,2014-08-15,ACTIVE,2026-06-01,0,clean
REC-0000532,CUS-0000532,SUMMIT COMPONENTS LTD,ENTITY,,DK,HV00005290,DK-35,2009-12-06,DORMANT,2025-10-08,0,clean
REC-0000533,CUS-0000533,CHLOE KARIMI,INDIVIDUAL,1986-04-11,GB,HV00005303,GB-99,2023-08-02,ACTIVE,2026-04-05,0,clean
REC-0000534,CUS-0000534,OMAR OKONKWO,INDIVIDUAL,1954-02-15,ES,HV00005310,ES-21,2011-05-14,CLOSED,2025-12-08,0,clean
REC-0000535,CUS-0000535,VIKTOR GARCIA,INDIVIDUAL,1986-06-13,IT,HV00005327,IT-11,2015-02-04,ACTIVE,2026-05-26,0,clean
REC-0000536,CUS-0000536,LAKESHORE FOODS GMBH,ENTITY,,SE,HV00005334,SE-54,2012-05-19,ACTIVE,2024-02-18,0,stale_refresh
REC-0000537,CUS-0000537,KATHERINE HAIDARI,INDIVIDUAL,1991-07-30,AE,HV00005341,AE-10,2016-03-14,ACTIVE,2022-07-25,0,stale_refresh
REC-0000538,CUS-0000538,JOHAN REYES,INDIVIDUAL,1950-07-01,DE,HV000053,DE-75,2017-04-14,CLOSED,2025-09-28,1,invalid_id_checksum
REC-0000539,CUS-0000539,AMARA ANDERSEN,INDIVIDUAL,1961-10-28,IT,HV00005365,IT-53,2018-08-19,CLOSED,2025-11-08,0,clean
REC-0000540,CUS-0000540,LENA OKONKWO,INDIVIDUAL,1983-03-29,NZ,,NZ-24,2019-03-01,ACTIVE,2025-12-17,0,missing_supporting
REC-0000541,CUS-0000541,ALEKSANDR NAKAMURA,INDIVIDUAL,1968-04-28,JP,HV00005389,JP-62,2021-03-08,CLOSED,2025-10-09,0,clean
REC-0000542,CUS-0000542,PRIYA NAKAMURA,INDIVIDUAL,1965-10-09,PL,HV00005396,PL-21,2024-08-31,ACTIVE,2026-01-06,0,clean
REC-0000543,CUS-0000543,AMARA REYES,INDIVIDUAL,2028-06-28,LU,HV00005409,LU-37,2010-02-06,DORMANT,2026-02-13,1,impossible_dob_sequence
REC-0000544,CUS-0000544,CRESTLINE FREIGHT BV,ENTITY,,AE,HV00005416,AE-40,2017-03-11,DORMANT,2026-03-17,0,clean
REC-0000545,CUS-0000545,TARIQ PETROV,INDIVIDUAL,1971-12-10,DK,HV00005423,DK-29,2011-08-08,ACTIVE,2026-04-30,0,clean
REC-0000546,CUS-0000546,SUMMIT FOODS LTD,ENTITY,,KR,HV00005430,KR-79,2020-11-17,CLOSED,2025-10-27,0,clean
REC-0000547,CUS-0000547,DIEGO BERGSTROM,INDIVIDUAL,1991-07-17,NL,HV00005447,NL-45,2017-01-16,ACTIVE,2025-10-12,0,clean
REC-0000548,CUS-0000548,VIKTOR AL-RASHID,INDIVIDUAL,1944-11-09,LU,HV00005454,LU-74,2022-10-29,DORMANT,2025-10-29,0,clean_edge
REC-0000549,CUS-0000549,YUSUF IVANOV,INDIVIDUAL,1981-01-06,FI,HV00005461,FI-25,2021-05-24,ACTIVE,2025-11-07,0,clean
REC-0000550,CUS-0000550,SOFIA GARCIA,INDIVIDUAL,1974-01-15,US,HV00005478,US-84,2006-04-07,ACTIVE,2025-12-27,0,clean
REC-0000551,CUS-0000551,NADIA HANSSON,INDIVIDUAL,1900-01-01,AU,HV00005485,AU-44,2010-03-14,ACTIVE,2026-01-06,0,clean_edge
REC-0000552,CUS-0000552,INGRID HASSAN,INDIVIDUAL,1973-05-26,BR,HV00005492,BR-56,2010-09-21,DORMANT,2026-02-07,0,clean
REC-0000553,CUS-0000553,VIKTOR NGUYEN,INDIVIDUAL,1960-07-03,NO,HV00005505,NO-22,2008-12-10,ACTIVE,2026-03-02,0,clean
REC-0000554,CUS-0000554,MOHAMMED AL-RASHID,INDIVIDUAL,1953-06-01,FI,HV00005512,FI-70,2014-07-18,DORMANT,2026-04-01,0,clean
REC-0000555,CUS-0000555,OMAR KARIMI,INDIVIDUAL,1987-11-27,CA,HV00005529,CA-50,2025-01-19,DORMANT,2026-01-28,0,clean
REC-0000556,CUS-0000556,MARIA HAIDARI,INDIVIDUAL,1948-11-17,FI,HV00005536,FI-98,2018-09-26,ACTIVE,2026-03-12,0,clean
REC-0000557,CUS-0000557,HARBORVIEW COMPONENTS BV,ENTITY,,IN,HV00005543,IN-52,2024-10-25,ACTIVE,2025-12-28,0,clean
REC-0000558,CUS-0000558,PRIYA SCHMIDT,INDIVIDUAL,1941-10-11,LU,HV00005550,LU-62,2024-03-02,ACTIVE,2026-03-21,0,clean
REC-0000559,CUS-0000559,NADIA IVANOV,INDIVIDUAL,1965-07-14,HK,HV00005567,IN-67,2020-07-23,ACTIVE,2025-10-12,0,prefix_country_mismatch
REC-0000560,CUS-0000560,NORTHGATE COMPONENTS BV,ENTITY,,IT,HV00005574,IT-28,2019-10-07,DORMANT,2026-01-09,0,clean
REC-0000561,CUS-0000561,HUSSEIN COSTA,INDIVIDUAL,1946-05-26,IE,HV00005581,IE-20,2018-10-27,ACTIVE,2026-03-06,0,clean
REC-0000562,CUS-0000562,ALEKSANDR HANSSON,INDIVIDUAL,1994-04-24,HK,HV00005598,HK-92,2012-07-14,ACTIVE,2025-11-15,0,clean
REC-0000563,CUS-0000563,VIKTOR KARIMI,INDIVIDUAL,1980-05-25,ES,HV00005601,ES-62,2022-10-10,ACTIVE,2026-06-19,0,clean
REC-0000564,CUS-0000564,JOSÉ MÜLLER,INDIVIDUAL,2002-11-11,JP,HV00005618,JP-20,2020-11-06,ACTIVE,2025-12-09,0,clean_edge
REC-0000565,CUS-0000565,MERIDIAN LOGISTICS SA,ENTITY,,IN,HV00005625,IN-77,2018-04-20,ACTIVE,2026-05-19,0,clean
REC-0000566,CUS-0000566,WEI YAMAMOTO,INDIVIDUAL,1974-12-22,IE,HV00005632,IE-49,2009-06-26,ACTIVE,2026-02-05,0,clean
REC-0000567,CUS-0000567,PABLO KHAN,INDIVIDUAL,1955-04-22,CA,HV00005649,CA-13,2008-12-11,ACTIVE,2025-12-30,0,clean
REC-0000568,CUS-0000568,SUMMIT COMPONENTS PTE,ENTITY,,NL,HV00005656,NL-44,2025-05-20,ACTIVE,2026-04-22,0,clean
REC-0000569,CUS-0000569,ATLANTIC FOODS PTE,ENTITY,,PL,HV00005663,PL-68,2018-02-04,ACTIVE,2025-09-15,0,clean
REC-0000570,CUS-0000570,NADIA KOWALSKI,INDIVIDUAL,1971-02-23,HK,HV00005670,HK-71,2020-05-06,ACTIVE,2026-05-16,0,clean
REC-0000571,CUS-0000571,PRIYA AL-RASHID,INDIVIDUAL,1967-03-27,ES,HV00005687,ES-11,2015-03-31,ACTIVE,2026-04-22,0,clean
REC-0000572,CUS-0000572,JAMES HASSAN,INDIVIDUAL,1984-02-18,IN,HV00005694,IN-71,2018-01-01,ACTIVE,2025-11-22,0,clean
REC-0000573,CUS-0000573,IRONWOOD AGRO EXPORTS LLC,ENTITY,1967-04-29,IE,HV00005707,IE-57,2011-03-10,ACTIVE,2025-09-16,0,entity_dob_conflict
REC-0000574,CUS-0000574,TARIQ HAIDARI,INDIVIDUAL,1959-10-16,FI,HV00005714,FI-46,2014-09-28,ACTIVE,2026-02-28,0,clean_edge
REC-0000575,CUS-0000575,PRIYA FERREIRA,INDIVIDUAL,1956-11-12,SE,HV00005721,SE-18,2024-02-21,ACTIVE,2026-02-02,0,clean
REC-0000576,CUS-0000576,KENJI HANSSON,INDIVIDUAL,2002-11-04,MX,HV00005738,MX-89,2019-11-09,ACTIVE,2026-01-17,0,clean
REC-0000577,CUS-0000577,JAMES IVANOV,INDIVIDUAL,1949-03-05,GB,HV00005745,GB-46,2017-12-31,ACTIVE,2025-11-18,0,clean
REC-0000578,CUS-0000578,CARLOS OKONKWO,INDIVIDUAL,1984-04-12,JP,HV00005752,JP-37,2008-01-09,ACTIVE,2026-01-22,0,clean
REC-0000579,CUS-0000579,KENJI HASSAN,INDIVIDUAL,1942-11-05,IN,HV00005769,IN-52,2014-05-01,ACTIVE,2026-04-17,0,clean
REC-0000580,CUS-0000580,WEI JOHANSSON,INDIVIDUAL,1982-03-06,BE,HV00005776,BE-33,2014-10-20,ACTIVE,2026-02-22,0,clean
REC-0000581,CUS-0000581,HARBORVIEW FREIGHT SA,ENTITY,,YU,HV00005783,MX-22,2006-04-14,ACTIVE,2026-06-13,1,country_drift
REC-0000582,CUS-0000582,HUSSEIN NGUYEN,INDIVIDUAL,1968-01-01,AE,HV00005790,AE-51,2016-08-09,ACTIVE,2026-06-09,0,clean
REC-0000583,CUS-0000583,AISHA HANSSON,INDIVIDUAL,1983-03-04,SE,HV00005803,SE-91,2017-09-07,ACTIVE,2025-12-28,0,clean
REC-0000584,CUS-0000584,CRESTLINE TEXTILES LLC,ENTITY,,FI,HV00005810,FI-91,2020-12-14,ACTIVE,2026-06-23,0,clean
REC-0000585,CUS-0000585,AISHA HAIDARI,INDIVIDUAL,1961-10-22,AU,HV00005827,DK-98,2019-02-11,CLOSED,2025-09-06,0,prefix_country_mismatch
REC-0000586,CUS-0000586,DAVID ANDERSEN,INDIVIDUAL,,IE,HV00005834,IE-41,2009-06-23,ACTIVE,2026-05-15,1,missing_dob
REC-0000587,CUS-0000587,OMAR SILVA,,1945-05-12,NL,HV00005841,NL-55,2023-01-14,ACTIVE,2025-09-29,0,missing_supporting
REC-0000588,CUS-0000588,NADIA ROSSI,INDIVIDUAL,1997-10-31,JP,HV00005858,JP-54,2013-02-07,DORMANT,2025-11-18,0,clean
REC-0000589,CUS-0000589,HUSSEIN SCHMIDT,INDIVIDUAL,2004-12-27,US,HV00005865,US-27,2021-06-17,ACTIVE,2026-06-10,0,clean
REC-0000590,CUS-0000590,JOHAN JOHANSSON,INDIVIDUAL,2002-07-14,MX,HV00005872,MX-72,2018-07-16,ACTIVE,2023-06-14,0,stale_refresh
REC-0000591,CUS-0000591,LENA KHAN,INDIVIDUAL,1993-09-16,MX,HV00005889,MX-80,2012-03-05,ACTIVE,2025-10-02,0,clean
REC-0000592,CUS-0000592,PRIYA JOHANSSON,INDIVIDUAL,1972-12-07,CH,HV00005896,CH-68,2024-05-18,ACTIVE,2025-10-14,0,clean
REC-0000593,CUS-0000593,JAMES PETROV,INDIVIDUAL,1972-08-30,SG,HV00005909,SG-89,2025-10-20,ACTIVE,2026-05-29,0,clean
REC-0000594,CUS-0000594,HUSSEIN GARCIA,INDIVIDUAL,1987-01-06,SE,HV00005916,SE-97,2024-05-15,ACTIVE,2025-09-21,0,clean
REC-0000595,CUS-0000595,INGRID YAMAMOTO,INDIVIDUAL,1968-11-21,CH,HV00005923,CH-24,2013-03-27,ACTIVE,2026-05-27,0,clean
REC-0000596,CUS-0000596,LENA SILVA,INDIVIDUAL,1958-02-16,CA,HV00005930,CA-23,2010-01-03,ACTIVE,2026-05-11,0,clean
REC-0000597,CUS-0000597,HUSSEIN NGUYEN,INDIVIDUAL,1983-12-14,HK,HV00005947,HK-77,2024-10-03,ACTIVE,2026-02-19,0,clean
REC-0000598,CUS-0000598,ALEKSANDR MULLER,INDIVIDUAL,1941-03-04,JP,HV00005954,JP-36,2019-08-04,ACTIVE,2026-05-21,0,clean
REC-0000599,CUS-0000599,DAVID JOHANSSON,INDIVIDUAL,1977-04-25,HK,HV00005961,HK-57,2007-05-13,DORMANT,2026-06-01,0,clean
REC-0000600,CUS-0000600,MERIDIAN TEXTILES GMBH,ENTITY,,AU,HV00005978,AU-19,2017-11-12,CLOSED,2025-10-08,0,clean
REC-0000601,CUS-0000601,NADIA HAIDARI,INDIVIDUAL,1956-12-30,PT,HV00005985,PT-34,2011-03-08,ACTIVE,2024-05-25,0,stale_refresh
REC-0000602,CUS-0000602,MEI TANAKA,INDIVIDUAL,1997-04-17,SE,HV00005992,SE-83,2015-04-25,ACTIVE,2025-11-08,0,clean
REC-0000603,CUS-0000603,AISHA IVANOV,INDIVIDUAL,1956-03-08,BR,HV00006000,BR-80,2025-10-20,ACTIVE,2026-01-09,0,clean
REC-0000604,CUS-0000604,KENJI WATANABE,INDIVIDUAL,1971-08-10,SE,HV00006017,SE-50,2019-06-16,ACTIVE,2026-01-15,0,clean
REC-0000605,CUS-0000605,IRONWOOD MARINE SUPPLY PTE,ENTITY,,BR,HV00006024,BR-40,2023-02-21,ACTIVE,2026-03-13,0,clean
REC-0000606,CUS-0000606,PRIYA SCHMIDT,INDIVIDUAL,1980-08-02,SE,HV00006031,SE-67,2022-09-13,CLOSED,2026-06-30,0,clean
REC-0000607,CUS-0000607,JAMES KARIMI,INDIVIDUAL,1952-02-13,CH,HV00006048,CH-48,2019-05-13,ACTIVE,2026-03-09,0,clean
REC-0000608,CUS-0000608,YUSUF KHAN,INDIVIDUAL,2001-11-16,NL,HV00006055,NL-45,2006-06-27,CLOSED,2025-10-12,0,clean
REC-0000609,CUS-0000609,CARLOS TANAKA,INDIVIDUAL,1943-05-21,BU,HV00006062,ES-84,2018-10-27,ACTIVE,2026-04-21,1,country_drift
REC-0000610,CUS-0000610,JOHAN MULLER,INDIVIDUAL,1991-03-07,AU,HV00006079,AU-61,2024-03-11,ACTIVE,2026-03-11,0,clean
REC-0000611,CUS-0000611,HANNAH MORETTI,INDIVIDUAL,1955-07-06,PT,HV00006086,PT-72,2013-04-13,DORMANT,2025-09-08,0,clean
REC-0000612,CUS-0000612,NORTHGATE LOGISTICS BV,ENTITY,,FR,HV00006093,FR-83,2019-05-09,ACTIVE,2026-06-02,0,clean
REC-0000613,CUS-0000613,IRONWOOD AGRO EXPORTS LTD,ENTITY,,NL,HV00006106,NL-39,2013-10-21,ACTIVE,2026-06-25,0,clean
REC-0000614,CUS-0000614,MARIA KOWALSKI,INDIVIDUAL,1987-01-16,HK,HV00006113,HK-15,2014-07-31,ACTIVE,2025-09-14,0,clean
REC-0000615,CUS-0000615,ELENA AL-RASHID,INDIVIDUAL,07/04/1985,ZA,HV00006120,ZA-96,2021-08-26,ACTIVE,2025-12-11,1,malformed_dob
REC-0000616,CUS-0000616,WEI NAKAMURA,INDIVIDUAL,1978-10-01,NO,HV00006137,NO-47,2017-04-27,DORMANT,2026-04-16,0,clean
REC-0000617,CUS-0000617,VIKTOR VARGAS,INDIVIDUAL,1944-06-03,DE,HV00006144,DE-80,2016-09-03,ACTIVE,2026-05-18,0,clean
REC-0000618,CUS-0000618,ALEKSANDR AL-RASHID,INDIVIDUAL,1952-02-06,BR,HV00006151,BR-71,2023-05-11,ACTIVE,2025-10-24,0,clean
REC-0000619,CUS-0000619,NADIA PETROV,INDIVIDUAL,2005-12-31,NO,HV00006168,NO-77,2010-05-26,ACTIVE,2026-05-25,0,clean
REC-0000620,CUS-0000620,SOFIA WATANABE,INDIVIDUAL,1991-09-04,BR,HV00006175,BR-21,2013-04-03,ACTIVE,2025-12-01,0,clean
REC-0000621,CUS-0000621,FATIMA SCHMIDT,INDIVIDUAL,1993-04-12,ES,HV00006182,ES-93,2010-04-10,ACTIVE,2026-01-25,0,clean
REC-0000622,CUS-0000622,TARIQ ROSSI,INDIVIDUAL,1979-09-03,ES,HV00006199,ES-89,2019-10-28,ACTIVE,2026-06-08,0,clean
REC-0000623,CUS-0000623,BLUEWATER COMMODITIES BV,ENTITY,,JP,HV00006202,JP-20,2010-06-24,ACTIVE,2026-06-03,0,clean
REC-0000624,CUS-0000624,LENA KHAN,INDIVIDUAL,1965-10-22,IE,HV00006219,IE-11,2009-04-24,ACTIVE,2026-05-05,0,clean
REC-0000625,CUS-0000625,FATIMA GARCIA,INDIVIDUAL,1988-04-07,IN,HV00006226,IN-37,2006-07-06,ACTIVE,2025-10-06,0,clean
REC-0000626,CUS-0000626,CHLOE VARGAS,INDIVIDUAL,1952-09-05,SE,HV00O06233,SE-98,2016-10-31,ACTIVE,2026-06-21,1,invalid_id_checksum
REC-0000627,CUS-0000627,MARIA HANSSON,INDIVIDUAL,1955-04-13,KR,HV00006240,KR-17,2017-10-25,ACTIVE,2026-02-12,0,clean
REC-0000628,CUS-0000628,WEI HAIDARI,INDIVIDUAL,1999-03-31,HK,HV00006257,HK-44,2006-03-10,ACTIVE,2025-12-28,0,clean
REC-0000629,CUS-0000629,IRONWOOD FREIGHT SA,ENTITY,,US,HV00006264,US-75,2012-07-24,CLOSED,2026-05-11,0,clean
REC-0000630,CUS-0000630,PINNACLE MEDIA LTD,ENTITY,,IN,HV00006271,IN-33,2025-06-10,ACTIVE,2025-11-08,0,clean
REC-0000631,CUS-0000631,MARIA NAKAMURA,INDIVIDUAL,1987-06-30,PL,HV00006288,PL-49,2006-06-26,ACTIVE,2025-12-11,0,clean
REC-0000632,CUS-0000632,SOFIA SCHMIDT,INDIVIDUAL,1971-11-19,US,HV00006295,US-90,2013-10-11,ACTIVE,2025-10-17,0,clean
REC-0000633,CUS-0000633,PRIYA BERGSTROM,INDIVIDUAL,1974-09-25,GB,HV00006308,GB-13,2020-01-14,CLOSED,2026-02-07,0,clean
REC-0000634,CUS-0000634,SOFIA AL-RASHID,INDIVIDUAL,1947-11-16,NL,HV00006315,NL-58,2014-10-24,ACTIVE,2026-03-06,0,clean
REC-0000635,CUS-0000635,INGRID KOWALSKI,INDIVIDUAL,1994-04-23,NO,HV00006322,NO-52,2009-06-05,ACTIVE,2026-04-24,0,clean
REC-0000636,CUS-0000636,NADIA NGUYEN,,1958-02-24,CA,HV00006339,CA-27,2019-01-12,ACTIVE,2025-10-05,0,missing_supporting
REC-0000637,CUS-0000637,CARLOS YAMAMOTO,INDIVIDUAL,1990-09-03,LU,HV00006346,LU-30,2023-04-10,ACTIVE,2025-09-18,0,clean
REC-0000638,CUS-0000638,,INDIVIDUAL,1953-01-20,PT,HV00006353,PT-13,2008-08-27,CLOSED,2025-12-01,0,null_name_inactive
REC-0000639,CUS-0000639,NORTHGATE COMMODITIES LLC,ENTITY,,CH,HV00006360,CH-23,2015-12-09,ACTIVE,2026-06-17,0,clean
REC-0000640,CUS-0000640,PRIYA PETROV,INDIVIDUAL,1990-11-14,IE,HV00006377,IE-88,2019-11-03,ACTIVE,2026-03-04,0,clean
REC-0000641,CUS-0000641,,INDIVIDUAL,1982-10-04,US,HV00006384,US-27,2014-01-22,ACTIVE,2025-11-02,1,null_name_active
REC-0000642,CUS-0000642,LENA HAIDARI,INDIVIDUAL,1984-02-02,ES,HB00006391,ES-70,2010-02-16,ACTIVE,2026-03-24,1,invalid_id_checksum
REC-0000643,CUS-0000643,KATHERINE HANSSON,INDIVIDUAL,1977-01-20,BE,HV00006404,BE-38,2006-05-03,ACTIVE,2026-03-19,0,clean
REC-0000644,CUS-0000644,KATHERINE LINDQVIST,INDIVIDUAL,1995-05-11,DE,HV00006411,DE-72,2009-12-21,ACTIVE,2025-11-08,0,clean
REC-0000645,CUS-0000645,MERIDIAN FOODS BV,ENTITY,,BR,HV00006428,BR-58,2015-01-30,ACTIVE,2025-12-11,0,clean
REC-0000646,CUS-0000646,CHLOE JOHANSSON,INDIVIDUAL,1987-02-13,PT,HV00006435,PT-92,2018-10-30,DORMANT,2026-06-11,0,clean
REC-0000647,CUS-0000647,TARIQ BERGSTROM,INDIVIDUAL,1943-10-21,MX,HV00006442,MX-41,2016-03-31,ACTIVE,2025-12-10,0,clean
REC-0000648,CUS-0000648,IRONWOOD MEDIA BV,ENTITY,,GB,HV00006459,GB-16,2018-07-05,ACTIVE,2025-11-17,0,clean
REC-0000649,CUS-0000649,,INDIVIDUAL,1981-05-22,CH,HV00006466,CH-31,2023-05-09,CLOSED,2026-06-03,0,null_name_inactive
REC-0000650,CUS-0000650,KENJI KHAN,INDIVIDUAL,1997-12-18,NZ,HV00006473,NZ-67,2009-03-11,ACTIVE,2025-10-17,0,clean
REC-0000651,CUS-0000651,DIEGO HASSAN,INDIVIDUAL,1989-01-07,BE,HV00006480,BE-27,2019-02-17,ACTIVE,2022-11-15,0,stale_refresh
REC-0000652,CUS-0000652,DIEGO HASSAN,INDIVIDUAL,1958-02-11,MX,HV00006497,MX-68,2019-03-29,ACTIVE,2026-01-16,0,clean
REC-0000653,CUS-0000653,HANNAH IVANOV,INDIVIDUAL,2004-06-12,LU,HV00006500,LU-25,2021-12-16,ACTIVE,2025-11-12,0,clean
REC-0000654,CUS-0000654,,INDIVIDUAL,2005-03-18,DE,HV00006517,DE-75,2017-10-01,ACTIVE,2026-04-10,1,null_name_active
REC-0000655,CUS-0000655,YUSUF IVANOV,INDIVIDUAL,1970-01-26,IT,HV00006524,IT-82,2006-12-26,DORMANT,2026-04-15,0,clean
REC-0000656,CUS-0000656,YUSUF HASSAN,INDIVIDUAL,1944-08-08,CA,HV00006531,CA-63,2010-01-05,ACTIVE,2025-11-14,0,clean
REC-0000657,CUS-0000657,DIEGO AL-RASHID,INDIVIDUAL,1958-03-14,SG,HV00006548,SG-10,2008-08-21,ACTIVE,2026-02-21,0,clean
REC-0000658,CUS-0000658,AMARA JOHANSSON,INDIVIDUAL,1940-07-07,IN,HV00006555,IN-87,2025-03-09,DORMANT,2026-03-01,0,clean
REC-0000659,CUS-0000659,KENJI FERREIRA,,1979-08-23,KR,HV00006562,KR-20,2016-09-02,ACTIVE,2026-06-27,0,missing_supporting
REC-0000660,CUS-0000660,LAKESHORE FREIGHT LTD,ENTITY,,AU,HV00006579,AU-33,2019-11-26,ACTIVE,2026-01-03,0,clean
REC-0000661,CUS-0000661,SOFIA DUBOIS,,1994-02-14,FI,HV00006586,FI-48,2006-09-23,ACTIVE,2026-05-17,0,missing_supporting
REC-0000662,CUS-0000662,SOFIA KOWALSKI,INDIVIDUAL,1994-10-28,SG,HV00006593,SG-94,2009-08-14,ACTIVE,2025-09-10,0,clean
REC-0000663,CUS-0000663,MEI DUBOIS,INDIVIDUAL,1972-04-24,SG,HV00006606,SG-14,2016-03-19,ACTIVE,2026-01-28,0,clean
REC-0000664,CUS-0000664,TARIQ MULLER,INDIVIDUAL,1978-05-03,NZ,HV00006613,NZ-80,2014-07-02,ACTIVE,2025-11-01,0,clean
REC-0000665,CUS-0000665,PRIYA REYES,INDIVIDUAL,1987-04-14,PL,HV00006620,PL-62,2025-04-11,ACTIVE,2026-03-15,0,clean
REC-0000666,CUS-0000666,MEI YAMAMOTO,INDIVIDUAL,1987-06-15,FR,HV00006637,FR-21,2018-10-25,ACTIVE,2026-02-03,0,clean
REC-0000667,CUS-0000667,PRIYA KARIMI,INDIVIDUAL,1991-08-07,FI,HV00006644,FI-89,2013-02-05,ACTIVE,2026-04-25,0,clean
