hit_id,subject_id,article_name,category,role,age_days,art_country,art_dob,art_passport,source_reliability,label,fp_category
AMHIT-0000683,SUBJ-000094,RACHEL MORKOVSKY,organized_crime,perpetrator,303,,1973-03-22,,1.0,0,wrong_entity
AMHIT-0000684,SUBJ-000072,MOHAMMED ALI,corruption_bribery,perpetrator,416,,,,1.0,0,common_name_ambiguous
AMHIT-0000685,SUBJ-000022,TARIQ KREKOVSKY,sanctions_evasion,victim,153,,,,1.0,0,low_role
AMHIT-0000686,SUBJ-000068,PRIYA NOROGLU,fraud,perpetrator,289,,1990-02-24,,1.0,0,wrong_entity
AMHIT-0000687,SUBJ-000064,MOHAMMED ALI,money_laundering,perpetrator,615,,1987-07-25,,1.0,0,wrong_entity
AMHIT-0000688,SUBJ-000049,MOHAMMED ALI,sanctions_evasion,perpetrator,477,,,,1.0,0,common_name_ambiguous
AMHIT-0000689,SUBJ-000099,PRIYA BURKOVSKY,non_adverse,mentioned,81,,,,1.0,0,not_adverse
AMHIT-0000690,SUBJ-000098,MOHAMMED ALI,sanctions_evasion,perpetrator,770,,1968-03-15,,1.0,0,wrong_entity
AMHIT-0000691,SUBJ-000046,INGRID BUROGLU,sanctions_evasion,perpetrator,30,,1992-04-28,,1.0,0,wrong_entity
AMHIT-0000692,SUBJ-000029,LI WANG,sanctions_evasion,perpetrator,91,,,,1.0,0,common_name_ambiguous
AMHIT-0000693,SUBJ-000072,MOHAMMED ALI,fraud,perpetrator,773,,1980-06-02,,1.0,0,wrong_entity
AMHIT-0000694,SUBJ-000008,RACHEL KRESTEIN,non_adverse,mentioned,140,,,,1.0,0,not_adverse
AMHIT-0000695,SUBJ-000026,KWAME VOLADZE,sanctions_evasion,perpetrator,389,,1974-08-15,,1.0,0,wrong_entity
AMHIT-0000696,SUBJ-000083,PRIYA SEVADZE,corruption_bribery,perpetrator,125,,1995-09-21,,1.0,0,wrong_entity
AMHIT-0000697,SUBJ-000092,DAVID JONES,sanctions_evasion,perpetrator,311,,,,1.0,0,common_name_ambiguous
AMHIT-0000698,SUBJ-000046,INGRID BUROGLU,sanctions_evasion,victim,274,,,,1.0,0,low_role
AMHIT-0000699,SUBJ-000081,LI WANG,organized_crime,perpetrator,200,,,,1.0,0,common_name_ambiguous
AMHIT-0000700,SUBJ-000101,DMITRI SEVADZE,non_adverse,mentioned,251,,,,1.0,0,not_adverse
AMHIT-0000701,SUBJ-000112,JOHN SMITH,fraud,perpetrator,470,,1960-04-03,,1.0,0,wrong_entity
AMHIT-0000702,SUBJ-000019,JOHN SMITH,fraud,perpetrator,181,,1973-10-23,,1.0,0,wrong_entity
AMHIT-0000703,SUBJ-000053,MARIA GARCIA,corruption_bribery,victim,256,,,,1.0,0,low_role
AMHIT-0000704,SUBJ-000075,MOHAMMED ALI,non_adverse,mentioned,87,,,,1.0,0,not_adverse
AMHIT-0000705,SUBJ-000031,SVEN QOMMANN,non_adverse,mentioned,27,,,,1.0,0,not_adverse
AMHIT-0000706,SUBJ-000017,LI WANG,sanctions_evasion,victim,303,,,,1.0,0,low_role
AMHIT-0000707,SUBJ-000118,DMITRI KREOGLU,fraud,perpetrator,549,,1975-10-19,,1.0,0,wrong_entity
AMHIT-0000708,SUBJ-000105,MOHAMMED ALI,corruption_bribery,perpetrator,63,,,,1.0,0,common_name_ambiguous
AMHIT-0000709,SUBJ-000060,INGRID KREKOVSKY,organized_crime,victim,122,,,,1.0,0,low_role
AMHIT-0000710,SUBJ-000101,DMITRI SEVADZE,sanctions_evasion,victim,329,,,,1.0,0,low_role
AMHIT-0000711,SUBJ-000092,DAVID JONES,corruption_bribery,perpetrator,484,,1988-10-03,,1.0,0,wrong_entity
AMHIT-0000712,SUBJ-000013,SVEN KREOPOULOS,non_adverse,mentioned,13,,,,1.0,0,not_adverse
AMHIT-0000713,SUBJ-000108,WEI CHEN,organized_crime,perpetrator,443,,,,1.0,0,common_name_ambiguous
AMHIT-0000714,SUBJ-000060,INGRID KREKOVSKY,sanctions_evasion,perpetrator,634,,1952-09-17,,1.0,0,wrong_entity
AMHIT-0000715,SUBJ-000084,PRIYA BURMANN,fraud,perpetrator,637,,1984-01-25,,1.0,0,wrong_entity
AMHIT-0000716,SUBJ-000053,MARIA GARCIA,non_adverse,mentioned,194,,,,1.0,0,not_adverse
AMHIT-0000717,SUBJ-000054,WEI CHEN,litigation_civil,perpetrator,3843,,,,1.0,0,stale_immaterial
AMHIT-0000718,SUBJ-000044,TARIQ DRAVSSON,litigation_civil,perpetrator,3071,,,,1.0,0,stale_immaterial
AMHIT-0000719,SUBJ-000029,LI WANG,non_adverse,mentioned,47,,,,1.0,0,not_adverse
AMHIT-0000720,SUBJ-000049,MOHAMMED ALI,fraud,perpetrator,22,,,,1.0,0,common_name_ambiguous
AMHIT-0000721,SUBJ-000073,INGRID QOMOPOULOS,litigation_civil,perpetrator,3264,,,,1.0,0,stale_immaterial
AMHIT-0000722,SUBJ-000083,PRIYA SEVADZE,corruption_bribery,perpetrator,229,BR,,,1.0,1,
AMHIT-0000723,SUBJ-000083,PRIYA SEVADZE,sanctions_evasion,perpetrator,279,,1966-09-14,,1.0,0,wrong_entity
AMHIT-0000724,SUBJ-000087,JOSE GONZALEZ,organized_crime,victim,221,,,,1.0,0,low_role
AMHIT-0000725,SUBJ-000022,TARIQ KREKOVSKY,corruption_bribery,mentioned,139,,,,1.0,0,low_role
AMHIT-0000726,SUBJ-000099,PRIYA BURKOVSKY,organized_crime,victim,347,,,,1.0,0,low_role
AMHIT-0000727,SUBJ-000100,DAVID JONES,fraud,perpetrator,122,,1963-09-13,,1.0,0,wrong_entity
AMHIT-0000728,SUBJ-000109,WEI CHEN,money_laundering,perpetrator,102,,,,1.0,0,common_name_ambiguous
AMHIT-0000729,SUBJ-000102,INGRID DRAVOPOULOS,money_laundering,victim,251,,,,1.0,0,low_role
AMHIT-0000730,SUBJ-000008,RACHEL KRESTEIN,non_adverse,mentioned,139,,,,1.0,0,not_adverse
AMHIT-0000731,SUBJ-000004,PRIYA BUROGLU,organized_crime,perpetrator,430,,1989-11-17,,1.0,0,wrong_entity
AMHIT-0000732,SUBJ-000116,MARIA GARCIA,fraud,perpetrator,347,,,,1.0,0,common_name_ambiguous
AMHIT-0000733,SUBJ-000108,WEI CHEN,sanctions_evasion,perpetrator,312,,1962-01-26,,1.0,0,wrong_entity
AMHIT-0000734,SUBJ-000029,LI WANG,non_adverse,mentioned,319,,,,1.0,0,not_adverse
AMHIT-0000735,SUBJ-000030,KWAME KREOPOULOS,money_laundering,perpetrator,181,,1955-05-25,,1.0,0,wrong_entity
AMHIT-0000736,SUBJ-000051,JOHN SMITH,sanctions_evasion,victim,275,,,,1.0,0,low_role
AMHIT-0000737,SUBJ-000090,LI WANG,money_laundering,perpetrator,301,GB,1986-04-15,,1.0,1,
AMHIT-0000738,SUBJ-000092,DAVID JONES,corruption_bribery,perpetrator,197,,,,1.0,0,common_name_ambiguous
AMHIT-0000739,SUBJ-000077,KWAME TASHADZE,fraud,perpetrator,485,,1975-10-01,,1.0,0,wrong_entity
AMHIT-0000740,SUBJ-000013,SVEN KREOPOULOS,non_adverse,mentioned,291,,,,1.0,0,not_adverse
AMHIT-0000741,SUBJ-000014,MOHAMMED ALI,sanctions_evasion,perpetrator,283,,1984-10-09,,1.0,0,wrong_entity
AMHIT-0000742,SUBJ-000078,LI WANG,fraud,perpetrator,407,,,,1.0,0,common_name_ambiguous
AMHIT-0000743,SUBJ-000087,JOSE GONZALEZ,negative_general,perpetrator,3401,,,,1.0,0,stale_immaterial
AMHIT-0000744,SUBJ-000033,LI WANG,non_adverse,mentioned,39,,,,1.0,0,not_adverse
AMHIT-0000745,SUBJ-000028,MARIA GARCIA,litigation_civil,perpetrator,3838,,,,1.0,0,stale_immaterial
AMHIT-0000746,SUBJ-000087,JOSE GONZALEZ,money_laundering,perpetrator,378,,,,1.0,0,common_name_ambiguous
AMHIT-0000747,SUBJ-000011,MOHAMMED ALI,organized_crime,perpetrator,709,,1971-02-18,,1.0,0,wrong_entity
AMHIT-0000748,SUBJ-000045,RACHEL VOLADZE,non_adverse,mentioned,116,,,,1.0,0,not_adverse
AMHIT-0000749,SUBJ-000095,ANNA MULLER,fraud,perpetrator,530,,1962-04-24,,1.0,0,wrong_entity
